Village LG,district_1,taluk_co_1,village__1,survey_n_1,sub_divi_1,final_lat,final_long,timestamp,rabi_crop_classification,final_crop_name,final_crop_stage,image_path,image_timestamp,image_latitude,image_longitude
933538,34,5,122,384,7,9.339254484,77.42184368,11-09-2024,Fruits,Coconut,full_growth,2fec8fab4a7055ce-28192-11432380492901,09-11-2024 00:00,9.33974,77.421915
933538,34,5,122,384,8,9.339200215,77.42210111,11-09-2024,Fruits,Coconut,full_growth,2fec8fab4a7055ce-28192-11432380492901,09-11-2024 00:00,9.33974,77.421915
933538,34,5,122,390,1,9.342564806,77.41870989,11-09-2024,Fruits,Coconut,full_growth,a0dccdf9f1aa7054-43654-11490389927154,09-11-2024 00:00,9.325256,77.420407
933538,34,5,122,390,2A,9.342006378,77.41857846,11-09-2024,Fruits,Coconut,full_growth,a0dccdf9f1aa7054-43654-11490389927154,09-11-2024 00:00,9.325256,77.420407
933538,34,5,122,390,2B,9.341626958,77.41858804,11-09-2024,Fruits,Coconut,full_growth,a0dccdf9f1aa7054-43654-11490389927154,09-11-2024 00:00,9.325256,77.420407
933538,34,5,122,399,2,9.347257511,77.42019143,11-11-2024,Fruits,Coconut,full_growth,97342de2-2ce5-4c4f-b02e-9c4ee08dd21c933538_399_169_.jpg,11-11-2024 00:00,9.345729,77.414764
933538,34,5,122,399,6,9.347924716,77.42145078,11-11-2024,Fruits,Banana,full_growth,8f3cff43-f136-4805-bb84-d6f0220acbed933538_399_163_.jpg,11-11-2024 00:00,9.344625,77.421102
933538,34,5,122,417,5,9.339103202,77.42309272,11-09-2024,Fruits,Coconut,full_growth,fe62ba33-b655-4d0b-8819-aeb3922cac75933538_417_169_.jpg,09-11-2024 00:00,9.339741,77.422382
933538,34,5,122,417,6,9.338710898,77.42302833,11-09-2024,Fruits,Coconut,full_growth,cb8cce95-b424-4937-9e75-30179c6c7f9a933538_417_169_.jpg,09-11-2024 00:00,9.339739,77.422131
933538,34,5,122,421,6A,9.337701125,77.42140148,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11466527725833,09-11-2024 00:00,9.336471,77.422907
933538,34,5,122,421,6B,9.33802359,77.42170849,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11466527725833,09-11-2024 00:00,9.336471,77.422907
933538,34,5,122,421,7,9.337579612,77.42171899,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11466527725833,09-11-2024 00:00,9.336471,77.422907
933538,34,5,122,421,8A,9.338225775,77.42265605,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11466527725833,09-11-2024 00:00,9.336471,77.422907
933538,34,5,122,421,8C,9.337809106,77.4219784,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11466527725833,09-11-2024 00:00,9.336471,77.422907
933538,34,5,122,421,8B,9.337765276,77.42228644,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11466527725833,09-11-2024 00:00,9.336471,77.422907
933538,34,5,122,422,1,9.338359756,77.42062348,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11463960731806,09-11-2024 00:00,9.335572,77.422564
933538,34,5,122,422,2,9.338292575,77.42091021,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11463960731806,09-11-2024 00:00,9.335572,77.422564
933538,34,5,122,422,3,9.338218378,77.42119593,11-09-2024,Fruits,Coconut,full_growth,88aff03eaff97673-26933-11463960731806,09-11-2024 00:00,9.335572,77.422564
933538,34,5,122,423,1,9.337456643,77.42046877,11-09-2024,Fruits,Banana,full_growth,a7773aef50f089ea-28192-11365244133659,09-11-2024 00:00,9.336398,77.423169
933538,34,5,122,423,2,9.337255095,77.421176,11-09-2024,Fruits,Banana,full_growth,a7773aef50f089ea-28192-11365244133659,09-11-2024 00:00,9.336398,77.423169
933538,34,5,122,423,4,9.337126804,77.42219605,11-09-2024,Fruits,Banana,full_growth,a7773aef50f089ea-28192-11365244133659,09-11-2024 00:00,9.336398,77.423169
933538,34,5,122,423,5A,9.337059708,77.42282448,11-09-2024,Fruits,Banana,full_growth,a7773aef50f089ea-28192-11365244133659,09-11-2024 00:00,9.336398,77.423169
933538,34,5,122,423,5B,9.336815912,77.42306296,11-09-2024,Fruits,Banana,full_growth,a7773aef50f089ea-28192-11365244133659,09-11-2024 00:00,9.336398,77.423169
933538,34,5,122,497,1,9.326382545,77.41863121,11-09-2024,Fruits,Coconut,full_growth,6d0550d2bfea4f5c-28089-11450678879505,09-11-2024 00:00,9.324572,77.420672
933538,34,5,122,497,4A,9.326146224,77.41860631,11-09-2024,Fruits,Coconut,full_growth,6d0550d2bfea4f5c-28089-11450678879505,09-11-2024 00:00,9.324572,77.420672
933538,34,5,122,528,3,9.333390125,77.42543723,11-09-2024,Fruits,Coconut,full_growth,6e6587e9-e9a3-4828-8565-c6118a72e5f5933538_528_169_.jpg,09-11-2024 00:00,9.33364,77.425345
933538,34,5,122,528,8,9.332952194,77.42589033,11-09-2024,Fruits,Coconut,full_growth,ef6fa7bb-71b0-407c-8ed7-f9d6bbac0878933538_528_169_.jpg,09-11-2024 00:00,9.333147,77.42512
933538,34,5,122,530,1,9.332466984,77.42633875,11-09-2024,Fruits,Coconut,full_growth,b4cb1b730e8fda13-26933-11309096795489,09-11-2024 00:00,9.334123,77.428202
933538,34,5,122,530,4,9.331896351,77.42682555,11-09-2024,Fruits,Coconut,full_growth,b4cb1b730e8fda13-26933-11309096795489,09-11-2024 00:00,9.334123,77.428202
933538,34,5,122,543,,9.335169706,77.42672851,11-09-2024,Fruits,Coconut,full_growth,ed187822-c51c-45b7-a0ee-b955c579cd61933538_543_169_.jpg,09-11-2024 00:00,9.334139,77.427844
642622,34,5,141,1071,2,9.325150036,77.53103284,11-11-2024,Fruits,Coconut,full_growth,74c9e9d4233980c6-43658-13104612165014,11-11-2024 00:00,9.306951,77.489009
642622,34,5,141,1071,6,9.324384795,77.53221447,11-11-2024,Fruits,Coconut,full_growth,74c9e9d4233980c6-43658-13104612165014,11-11-2024 00:00,9.306951,77.489009
642622,34,5,141,22,1A,9.3282238,77.4856042,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,1B,9.327949867,77.48560856,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,1C,9.328047555,77.4859333,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,1D,9.327670149,77.48530161,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,1E,9.327593019,77.48593427,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,1F,9.327474326,77.48523775,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,1G,9.327291153,77.4855083,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,2B,9.327120262,77.48490002,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,22,2A,9.327243911,77.4849736,11-11-2024,Fruits,Banana,full_growth,0f4bdb4149e77d4f-26718-13131564879883,11-11-2024 00:00,9.322671,77.482169
642622,34,5,141,32,1,9.323882651,77.48490187,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,32,2,9.323691291,77.484213,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,32,3,9.323302984,77.48394217,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,32,4,9.323485627,77.48480984,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,32,5,9.323188319,77.48464878,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,32,6,9.322942214,77.48455618,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,32,7,9.32295593,77.48485242,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,32,8,9.322953094,77.48515398,11-11-2024,Fruits,Banana,full_growth,6d0550d2bfea4f5c-27687-13130567125767,11-11-2024 00:00,9.32253,77.482219
642622,34,5,141,41,3,9.329855974,77.48615094,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13135058753411,11-11-2024 00:00,9.32253,77.482175
642622,34,5,141,41,12,9.329945144,77.48646436,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13135058753411,11-11-2024 00:00,9.32253,77.482175
642622,34,5,141,41,13,9.330040873,77.48679625,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13135058753411,11-11-2024 00:00,9.32253,77.482175
642622,34,5,141,41,14,9.329305124,77.48686412,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13135058753411,11-11-2024 00:00,9.32253,77.482175
642622,34,5,141,695,3B,9.308740282,77.50483942,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13119030926296,11-11-2024 00:00,9.307024,77.489105
642622,34,5,141,695,10B,9.308284482,77.50602196,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13119030926296,11-11-2024 00:00,9.307024,77.489105
642622,34,5,141,713,1,9.316450138,77.50499484,11-11-2024,Fruits,Coconut,full_growth,7b80ab838895197e-27939-13094377073818,11-11-2024 00:00,9.30703,77.488998
642622,34,5,141,713,2B,9.316907795,77.50510242,11-11-2024,Fruits,Coconut,full_growth,7b80ab838895197e-27939-13094377073818,11-11-2024 00:00,9.30703,77.488998
642622,34,5,141,715,2B,9.317354573,77.50267082,11-11-2024,Fruits,Coconut,full_growth,8f3ffa945712343f-27629-13107635414831,11-11-2024 00:00,9.30699,77.489005
642622,34,5,141,715,2C1,9.317176265,77.50233818,11-11-2024,Fruits,Coconut,full_growth,8f3ffa945712343f-27629-13107635414831,11-11-2024 00:00,9.30699,77.489005
642622,34,5,141,72,6,9.328547321,77.49064122,11-11-2024,Fruits,Coconut,full_growth,0f4bdb4149e77d4f-26718-13133479716553,11-11-2024 00:00,9.322676,77.482107
642622,34,5,141,72,8,9.328533898,77.49090619,11-11-2024,Fruits,Coconut,full_growth,0f4bdb4149e77d4f-26718-13133479716553,11-11-2024 00:00,9.322676,77.482107
642622,34,5,141,752,1,9.323405464,77.50120893,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13144914073684,11-11-2024 00:00,9.322515,77.48222
642622,34,5,141,752,2,9.322900277,77.50108375,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13144914073684,11-11-2024 00:00,9.322515,77.48222
642622,34,5,141,752,3,9.322375114,77.50106757,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13144914073684,11-11-2024 00:00,9.322515,77.48222
642622,34,5,141,8,1A,9.325274559,77.47880831,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13130372403292,11-11-2024 00:00,9.322621,77.482213
642622,34,5,141,8,2A2,9.324309908,77.47920042,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13130372403292,11-11-2024 00:00,9.322621,77.482213
642622,34,5,141,8,2C,9.323922639,77.47916874,11-11-2024,Fruits,Coconut,full_growth,b59d926c6c292d06-27928-13130372403292,11-11-2024 00:00,9.322621,77.482213
642622,34,5,141,842,3,9.309055889,77.52218157,11-11-2024,Fruits,Coconut,full_growth,cce60be96f34ebe7-27365-13151041992393,11-11-2024 00:00,9.322523,77.482187
642622,34,5,141,861,1,9.316008786,77.51685506,11-11-2024,Fruits,Coconut,full_growth,cce60be96f34ebe7-27365-13155180714757,11-11-2024 00:00,9.322517,77.482202
642622,34,5,141,88,5B,9.328876466,77.49551604,11-11-2024,Fruits;Current Fallow,Coconut,full_growth,b59d926c6c292d06-27928-13149223176806;0f4bdb4149e77d4f-26718-13149128776892,11-11-2024 00:00,9.322743;9.32259,77.48205;77.482294
642622,34,5,141,889,2A,9.326089908,77.51582841,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,3,9.324967276,77.51565249,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,4,9.324942095,77.51528251,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,5,9.325532364,77.51520738,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,6,9.324581566,77.51489054,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,9,9.324156209,77.51555425,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,7,9.324152263,77.51511447,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,8A,9.324442828,77.51510066,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,8B,9.324513252,77.51557461,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,889,2C,9.32543634,77.51569262,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13157511566923,11-11-2024 00:00,9.322512,77.48221
642622,34,5,141,899,13A,9.328047518,77.52001832,11-11-2024,Fruits,Coconut,full_growth,6d0550d2bfea4f5c-27687-13160444808955,11-11-2024 00:00,9.322534,77.482203
642622,34,5,141,916,1,9.331846594,77.5153703,11-11-2024,Fruits,Coconut,full_growth,cce60be96f34ebe7-27365-13157989623885,11-11-2024 00:00,9.322522,77.482232
642622,34,5,141,928,1,9.333043128,77.52312935,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,2,9.332962318,77.52326742,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,3A,9.333143169,77.52345617,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,3B,9.332741217,77.52339919,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,4,9.332521191,77.52341837,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,5,9.332854568,77.52359053,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,6,9.332660356,77.52371911,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,7,9.333098984,77.52378722,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,8,9.333076815,77.52396011,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,928,9,9.332677819,77.5238904,11-11-2024,Fruits,Banana,full_growth,cce60be96f34ebe7-27365-13159555355329,11-11-2024 00:00,9.32254,77.482213
642622,34,5,141,93,3B,9.324088434,77.49697514,11-11-2024,Fruits,Coconut,full_growth,0f4bdb4149e77d4f-26718-13148512197505,11-11-2024 00:00,9.322722,77.482305
642622,34,5,141,93,2B,9.324238811,77.49682058,11-11-2024,Fruits,Coconut,full_growth,0f4bdb4149e77d4f-26718-13148512197505,11-11-2024 00:00,9.322722,77.482305
642622,34,5,141,965,1B,9.335151429,77.52658298,11-11-2024,Fruits,Coconut,full_growth,8f3ffa945712343f-27629-13144668317692,11-11-2024 00:00,9.322537,77.48224
642622,34,5,141,965,10A,9.334179567,77.52767995,11-11-2024,Fruits,Coconut,full_growth,8f3ffa945712343f-27629-13144668317692,11-11-2024 00:00,9.322537,77.48224
